Car Name,Monthly Payment,Initial Payment,Upfront,Contract Length,Milage,Document Fee
LAND ROVER RANGE ROVER VELAR2.0 D200 HSE 5dr Auto,682.08,£6138.72,9,36,30000,165.83
LAND ROVER RANGE ROVER VELAR2.0 D200 HSE 5dr Auto,626.53,£5638.77,9,48,30000,165.83
LAND ROVER RANGE ROVER VELAR2.0 D200 HSE 5dr Auto,898.99,£8090.91,9,24,30000,199
LAND ROVER RANGE ROVER VELAR2.0 D200 HSE 5dr Auto,818.13,£7363.17,9,36,30000,199
LAND ROVER RANGE ROVER VELAR2.0 D200 HSE 5dr Auto,751.45,£6763.05,9,48,30000,199
LAND ROVER RANGE ROVER VELAR2.0 P400e R-Dynamic S 5dr Auto,876.33,£7886.97,9,24,30000,165.83
LAND ROVER RANGE ROVER VELAR2.0 P400e R-Dynamic S 5dr Auto,778.06,£7002.54,9,36,30000,165.83
LAND ROVER RANGE ROVER VELAR2.0 P400e R-Dynamic S 5dr Auto,697.51,£6277.59,9,48,30000,165.83
LAND ROVER RANGE ROVER VELAR2.0 P400e R-Dynamic S 5dr Auto,1051.24,£9461.16,9,24,30000,199
LAND ROVER RANGE ROVER VELAR2.0 P400e R-Dynamic S 5dr Auto,933.67,£8403.03,9,36,30000,199
LAND ROVER RANGE ROVER VELAR2.0 P400e R-Dynamic S 5dr Auto,837.58,£7538.22,9,48,30000,199
MINI HATCHBACK2.0 JCW II 3dr Auto [GP Pack] [Nav] [8 Spd],573.65,£5162.85,9,24,30000,165.83
MINI HATCHBACK2.0 JCW II 3dr Auto [GP Pack] [Nav] [8 Spd],475.22,£4276.98,9,36,30000,165.83
MINI HATCHBACK2.0 JCW II 3dr Auto [GP Pack] [Nav] [8 Spd],422.1,£3798.90,9,48,30000,165.83
MINI HATCHBACK2.0 JCW II 3dr Auto [GP Pack] [Nav] [8 Spd],688.74,£6198.66,9,24,30000,199
MINI HATCHBACK2.0 JCW II 3dr Auto [GP Pack] [Nav] [8 Spd],570.26,£5132.34,9,36,30000,199
MINI HATCHBACK2.0 JCW II 3dr Auto [GP Pack] [Nav] [8 Spd],507.28,£4565.52,9,48,30000,199
MERCEDES-BENZ GLCGLC 300de 4Matic AMG Line Premium 5dr 9G-Tronic,783.9,£7055.10,9,24,30000,165.83
MERCEDES-BENZ GLCGLC 300de 4Matic AMG Line Premium 5dr 9G-Tronic,655.06,£5895.54,9,36,30000,165.83
MERCEDES-BENZ GLCGLC 300de 4Matic AMG Line Premium 5dr 9G-Tronic,582.99,£5246.91,9,48,30000,165.83
MERCEDES-BENZ GLCGLC 300de 4Matic AMG Line Premium 5dr 9G-Tronic,940.68,£8466.12,9,24,30000,199
MERCEDES-BENZ GLCGLC 300de 4Matic AMG Line Premium 5dr 9G-Tronic,785.51,£7069.59,9,36,30000,199
MERCEDES-BENZ GLCGLC 300de 4Matic AMG Line Premium 5dr 9G-Tronic,699.4,£6294.60,9,48,30000,199
FORD KUGA1.5 EcoBlue ST-Line Edition 5dr,343.46,£3091.14,9,24,30000,165.83
FORD KUGA1.5 EcoBlue ST-Line Edition 5dr,291.65,£2624.85,9,36,30000,165.83
FORD KUGA1.5 EcoBlue ST-Line Edition 5dr,278.24,£2504.16,9,48,30000,165.83
FORD KUGA1.5 EcoBlue ST-Line Edition 5dr,412.33,£3710.97,9,24,30000,199
FORD KUGA1.5 EcoBlue ST-Line Edition 5dr,349.42,£3144.78,9,36,30000,199
FORD KUGA1.5 EcoBlue ST-Line Edition 5dr,333.13,£2998.17,9,48,30000,199
FORD KUGA2.0 EcoBlue 190 ST-Line X Edition 5dr Auto AWD,460.37,£4143.33,9,24,30000,165.83
FORD KUGA2.0 EcoBlue 190 ST-Line X Edition 5dr Auto AWD,393.22,£3538.98,9,36,30000,165.83
FORD KUGA2.0 EcoBlue 190 ST-Line X Edition 5dr Auto AWD,370.99,£3338.91,9,48,30000,165.83
FORD KUGA2.0 EcoBlue 190 ST-Line X Edition 5dr Auto AWD,552.8,£4975.20,9,24,30000,199
FORD KUGA2.0 EcoBlue 190 ST-Line X Edition 5dr Auto AWD,472.42,£4251.78,9,36,30000,199
FORD KUGA2.0 EcoBlue 190 ST-Line X Edition 5dr Auto AWD,444.81,£4003.29,9,48,30000,199
SEAT LEON1.4 eHybrid FR First Edition 5dr DSG,550.99,£4958.91,9,24,30000,165.83
SEAT LEON1.4 eHybrid FR First Edition 5dr DSG,459.38,£4134.42,9,36,30000,165.83
SEAT LEON1.4 eHybrid FR First Edition 5dr DSG,406.01,£3654.09,9,48,30000,165.83
SEAT LEON1.4 eHybrid FR First Edition 5dr DSG,661.55,£5953.95,9,24,30000,199
SEAT LEON1.4 eHybrid FR First Edition 5dr DSG,551.63,£4964.67,9,36,30000,199
SEAT LEON1.4 eHybrid FR First Edition 5dr DSG,487.4,£4386.60,9,48,30000,199
TOYOTA LAND CRUISER2.8 D-4D 204 Active 5dr Auto 5 Seats [Nav],614.43,£5529.87,9,24,30000,165.83
TOYOTA LAND CRUISER2.8 D-4D 204 Active 5dr Auto 5 Seats [Nav],544.17,£4897.53,9,36,30000,165.83
TOYOTA LAND CRUISER2.8 D-4D 204 Active 5dr Auto 5 Seats [Nav],497.81,£4480.29,9,48,30000,165.83
TOYOTA LAND CRUISER2.8 D-4D 204 Active 5dr Auto 5 Seats [Nav],736.77,£6630.93,9,24,30000,199
TOYOTA LAND CRUISER2.8 D-4D 204 Active 5dr Auto 5 Seats [Nav],653.2,£5878.80,9,36,30000,199
TOYOTA LAND CRUISER2.8 D-4D 204 Active 5dr Auto 5 Seats [Nav],597.19,£5374.71,9,48,30000,199
VOLKSWAGEN ARTEON2.0 TSI R Line 5dr DSG,539.43,£4854.87,9,24,30000,165.83
VOLKSWAGEN ARTEON2.0 TSI R Line 5dr DSG,458.82,£4129.38,9,36,30000,165.83
VOLKSWAGEN ARTEON2.0 TSI R Line 5dr DSG,451.16,£4060.44,9,48,30000,165.83
VOLKSWAGEN ARTEON2.0 TSI R Line 5dr DSG,647.32,£5825.88,9,24,30000,199
VOLKSWAGEN ARTEON2.0 TSI R Line 5dr DSG,550.59,£4955.31,9,36,30000,199
VOLKSWAGEN ARTEON2.0 TSI R Line 5dr DSG,541.39,£4872.51,9,48,30000,199
VOLKSWAGEN ARTEON2.0 TDI 200 4MOTION R Line 5dr DSG,594.21,£5347.89,9,24,30000,165.83
VOLKSWAGEN ARTEON2.0 TDI 200 4MOTION R Line 5dr DSG,518.88,£4669.92,9,36,30000,165.83
VOLKSWAGEN ARTEON2.0 TDI 200 4MOTION R Line 5dr DSG,501.25,£4511.25,9,48,30000,165.83
VOLKSWAGEN ARTEON2.0 TDI 200 4MOTION R Line 5dr DSG,713.05,£6417.45,9,24,30000,199
VOLKSWAGEN ARTEON2.0 TDI 200 4MOTION R Line 5dr DSG,622.66,£5603.94,9,36,30000,199
VOLKSWAGEN ARTEON2.0 TDI 200 4MOTION R Line 5dr DSG,601.5,£5413.50,9,48,30000,199
VOLKSWAGEN ARTEON1.5 TSI Elegance 5dr,482.26,£4340.34,9,24,30000,165.83
VOLKSWAGEN ARTEON1.5 TSI Elegance 5dr,431.42,£3882.78,9,36,30000,165.83
VOLKSWAGEN ARTEON1.5 TSI Elegance 5dr,417.61,£3758.49,9,48,30000,165.83
VOLKSWAGEN ARTEON1.5 TSI Elegance 5dr,578.72,£5208.48,9,24,30000,199
VOLKSWAGEN ARTEON1.5 TSI Elegance 5dr,517.7,£4659.30,9,36,30000,199
VOLKSWAGEN ARTEON1.5 TSI Elegance 5dr,501.13,£4510.17,9,48,30000,199
VOLKSWAGEN ARTEON2.0 TDI R Line 5dr DSG,522.03,£4698.27,9,24,30000,165.83
VOLKSWAGEN ARTEON2.0 TDI R Line 5dr DSG,460.58,£4145.22,9,36,30000,165.83
VOLKSWAGEN ARTEON2.0 TDI R Line 5dr DSG,448.72,£4038.48,9,48,30000,165.83
VOLKSWAGEN ARTEON2.0 TDI R Line 5dr DSG,626.44,£5637.96,9,24,30000,199
VOLKSWAGEN ARTEON2.0 TDI R Line 5dr DSG,552.7,£4974.30,9,36,30000,199
AUDI A640 TDI Black Edition 5dr S Tronic [Tech Pack],331.23,£3974.76,12,48,8000,165.83
AUDI A640 TDI Black Edition 5dr S Tronic [Tech Pack],451.88,£5422.56,12,24,8000,199
AUDI A640 TDI Black Edition 5dr S Tronic [Tech Pack],411.22,£4934.64,12,36,8000,199
AUDI A640 TDI Black Edition 5dr S Tronic [Tech Pack],397.83,£4773.96,12,48,8000,199
MINI CLUBMAN1.5 Cooper Sport 6dr [Comfort Pack],241.99,£2903.88,12,24,8000,165.83
MINI CLUBMAN1.5 Cooper Sport 6dr [Comfort Pack],221.53,£2658.36,12,36,8000,165.83
MINI CLUBMAN1.5 Cooper Sport 6dr [Comfort Pack],211.49,£2537.88,12,48,8000,165.83
MINI CLUBMAN1.5 Cooper Sport 6dr [Comfort Pack],291,£3492.00,12,24,8000,199
MINI CLUBMAN1.5 Cooper Sport 6dr [Comfort Pack],265.9,£3190.80,12,36,8000,199
MINI CLUBMAN1.5 Cooper Sport 6dr [Comfort Pack],254.17,£3050.04,12,48,8000,199
MINI CLUBMAN1.5 Cooper Exclusive 6dr Auto,241.49,£2897.88,12,24,8000,165.83
MINI CLUBMAN1.5 Cooper Exclusive 6dr Auto,222.69,£2672.28,12,36,8000,165.83
MINI CLUBMAN1.5 Cooper Exclusive 6dr Auto,213.58,£2562.96,12,48,8000,165.83
MINI CLUBMAN1.5 Cooper Exclusive 6dr Auto,289.84,£3478.08,12,24,8000,199
MINI CLUBMAN1.5 Cooper Exclusive 6dr Auto,267.86,£3214.32,12,36,8000,199
MINI CLUBMAN1.5 Cooper Exclusive 6dr Auto,256.35,£3076.20,12,48,8000,199
MINI CLUBMAN2.0 Cooper S Sport 6dr,238.42,£2861.04,12,24,8000,165.83
MINI CLUBMAN2.0 Cooper S Sport 6dr,223.73,£2684.76,12,36,8000,165.83
MINI CLUBMAN2.0 Cooper S Sport 6dr,216.77,£2601.24,12,48,8000,165.83
MINI CLUBMAN2.0 Cooper S Sport 6dr,286.48,£3437.76,12,24,8000,199
MINI CLUBMAN2.0 Cooper S Sport 6dr,268.67,£3224.04,12,36,8000,199
MINI CLUBMAN2.0 Cooper S Sport 6dr,260.82,£3129.84,12,48,8000,199
MINI CLUBMAN2.0 Cooper S Exclusive 6dr Auto,252.28,£3027.36,12,24,8000,165.83
MINI CLUBMAN2.0 Cooper S Exclusive 6dr Auto,236.47,£2837.64,12,36,8000,165.83
MINI CLUBMAN2.0 Cooper S Exclusive 6dr Auto,228.88,£2746.56,12,48,8000,165.83
MINI CLUBMAN2.0 Cooper S Exclusive 6dr Auto,302.92,£3635.04,12,24,8000,199
MINI CLUBMAN2.0 Cooper S Exclusive 6dr Auto,284.13,£3409.56,12,36,8000,199
MINI CLUBMAN2.0 Cooper S Exclusive 6dr Auto,274.84,£3298.08,12,48,8000,199
LEXUS RC5.0 Carbon 2dr Auto,701.04,£8412.48,12,24,8000,165.83
LEXUS RC5.0 Carbon 2dr Auto,655.86,£7870.32,12,36,8000,165.83
LEXUS RC5.0 Carbon 2dr Auto,606.14,£7273.68,12,48,8000,165.83
LEXUS RC5.0 Carbon 2dr Auto,958.58,£11502.96,12,24,8000,199
LEXUS RC5.0 Carbon 2dr Auto,875.56,£10506.72,12,36,8000,199
LEXUS RC5.0 Carbon 2dr Auto,799.79,£9597.48,12,48,8000,199
LAND ROVER DISCOVERY SPORT2.0 P200 S 5dr Auto,366.56,£4398.72,12,24,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P200 S 5dr Auto,309.34,£3712.08,12,36,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P200 S 5dr Auto,298.79,£3585.48,12,48,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P200 S 5dr Auto,439.45,£5273.40,12,24,8000,199
LAND ROVER DISCOVERY SPORT2.0 P200 S 5dr Auto,371.67,£4460.04,12,36,8000,199
LAND ROVER DISCOVERY SPORT2.0 P200 S 5dr Auto,358.56,£4302.72,12,48,8000,199
LAND ROVER DISCOVERY SPORT2.0 P250 S 5dr Auto [5 Seat],388.04,£4656.48,12,24,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P250 S 5dr Auto [5 Seat],349.43,£4193.16,12,36,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P250 S 5dr Auto [5 Seat],329.5,£3954.00,12,48,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P250 S 5dr Auto [5 Seat],465.05,£5580.60,12,24,8000,199
LAND ROVER DISCOVERY SPORT2.0 P250 S 5dr Auto [5 Seat],419.57,£5034.84,12,36,8000,199
LAND ROVER DISCOVERY SPORT2.0 P250 S 5dr Auto [5 Seat],395.73,£4748.76,12,48,8000,199
LAND ROVER DISCOVERY SPORT2.0 P250 R-Dynamic SE 5dr Auto [5 Seat],418.59,£5023.08,12,24,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P250 R-Dynamic SE 5dr Auto [5 Seat],366.88,£4402.56,12,36,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P250 R-Dynamic SE 5dr Auto [5 Seat],358.32,£4299.84,12,48,8000,165.83
LAND ROVER DISCOVERY SPORT2.0 P250 R-Dynamic SE 5dr Auto [5 Seat],502.43,£6029.16,12,24,8000,199
LAND ROVER DISCOVERY SPORT2.0 P250 R-Dynamic SE 5dr Auto [5 Seat],440.27,£5283.24,12,36,8000,199
LAND ROVER DISCOVERY SPORT2.0 P250 R-Dynamic SE 5dr Auto [5 Seat],429.42,£5153.04,12,48,8000,199
VOLKSWAGEN TOURAN1.5 TSI EVO SE 5dr DSG,295.2,£3542.40,12,24,8000,165.83
VOLKSWAGEN TOURAN1.5 TSI EVO SE 5dr DSG,275.51,£3306.12,12,36,8000,165.83
VOLKSWAGEN TOURAN1.5 TSI EVO SE 5dr DSG,258.74,£3104.88,12,48,8000,165.83
VOLKSWAGEN TOURAN1.5 TSI EVO SE 5dr DSG,354.26,£4251.12,12,24,8000,199
VOLKSWAGEN TOURAN1.5 TSI EVO SE 5dr DSG,331.27,£3975.24,12,36,8000,199
VOLKSWAGEN TOURAN1.5 TSI EVO SE 5dr DSG,310.55,£3726.60,12,48,8000,199
MERCEDES-BENZ V CLASSV220 d AMG Line 5dr 9G-Tronic [Long],533.84,£6406.08,12,24,8000,165.83
MERCEDES-BENZ V CLASSV220 d AMG Line 5dr 9G-Tronic [Long],484.09,£5809.08,12,36,8000,165.83
MERCEDES-BENZ V CLASSV220 d AMG Line 5dr 9G-Tronic [Long],453.43,£5441.16,12,48,8000,165.83
MERCEDES-BENZ V CLASSV220 d AMG Line 5dr 9G-Tronic [Long],640.08,£7680.96,12,24,8000,199
MERCEDES-BENZ V CLASSV220 d AMG Line 5dr 9G-Tronic [Long],581.23,£6974.76,12,36,8000,199
MERCEDES-BENZ V CLASSV220 d AMG Line 5dr 9G-Tronic [Long],544.62,£6535.44,12,48,8000,199
VOLKSWAGEN PASSAT1.5 TSI EVO R Line 5dr DSG,297.98,£3575.76,12,24,8000,165.83
VOLKSWAGEN PASSAT1.5 TSI EVO R Line 5dr DSG,278.44,£3341.28,12,36,8000,165.83
VOLKSWAGEN PASSAT1.5 TSI EVO R Line 5dr DSG,265.67,£3188.04,12,48,8000,165.83
VOLKSWAGEN PASSAT1.5 TSI EVO R Line 5dr DSG,357.87,£4294.44,12,24,8000,199
VOLKSWAGEN PASSAT1.5 TSI EVO R Line 5dr DSG,334.31,£4011.72,12,36,8000,199
VOLKSWAGEN PASSAT1.5 TSI EVO R Line 5dr DSG,319.28,£3831.36,12,48,8000,199
MERCEDES-BENZ V CLASSV220 d Marco Polo Horizon Sport 4dr 9G-Tron [Long],516.17,£6194.04,12,24,8000,165.83
MERCEDES-BENZ V CLASSV220 d Marco Polo Horizon Sport 4dr 9G-Tron [Long],474.49,£5693.88,12,36,8000,165.83
MERCEDES-BENZ V CLASSV220 d Marco Polo Horizon Sport 4dr 9G-Tron [Long],445.35,£5344.20,12,48,8000,165.83
MERCEDES-BENZ V CLASSV220 d Marco Polo Horizon Sport 4dr 9G-Tron [Long],618.88,£7426.56,12,24,8000,199
MERCEDES-BENZ V CLASSV220 d Marco Polo Horizon Sport 4dr 9G-Tron [Long],569.81,£6837.72,12,36,8000,199
MERCEDES-BENZ V CLASSV220 d Marco Polo Horizon Sport 4dr 9G-Tron [Long],534.74,£6416.88,12,48,8000,199
MERCEDES-BENZ GLSGLS 400d 4Matic AMG Line Premium + 5dr 9G-Tronic,1023.15,£12277.80,12,24,8000,165.83
MERCEDES-BENZ GLSGLS 400d 4Matic AMG Line Premium + 5dr 9G-Tronic,912.26,£10947.12,12,36,8000,165.83
MERCEDES-BENZ GLSGLS 400d 4Matic AMG Line Premium + 5dr 9G-Tronic,851.88,£10222.56,12,48,8000,165.83
MERCEDES-BENZ GLSGLS 400d 4Matic AMG Line Premium + 5dr 9G-Tronic,1227.78,£14733.36,12,24,8000,199
MERCEDES-BENZ GLSGLS 400d 4Matic AMG Line Premium + 5dr 9G-Tronic,1094.72,£13136.64,12,36,8000,199
MERCEDES-BENZ GLSGLS 400d 4Matic AMG Line Premium + 5dr 9G-Tronic,1022.25,£12267.00,12,48,8000,199
AUDI A6S6 TDI 349 Quattro Vorsprung 4dr Tip Auto,1199.39,£14392.68,12,24,8000,165.83
AUDI A6S6 TDI 349 Quattro Vorsprung 4dr Tip Auto,1013.31,£12159.72,12,36,8000,165.83
AUDI A6S6 TDI 349 Quattro Vorsprung 4dr Tip Auto,903.8,£10845.60,12,48,8000,165.83
AUDI A6S6 TDI 349 Quattro Vorsprung 4dr Tip Auto,1439.27,£17271.24,12,24,8000,199
AUDI A6S6 TDI 349 Quattro Vorsprung 4dr Tip Auto,1215.97,£14591.64,12,36,8000,199
AUDI A6S6 TDI 349 Quattro Vorsprung 4dr Tip Auto,1084.56,£13014.72,12,48,8000,199
AUDI Q850 TDI Quattro S Line 5dr Tiptronic [Leather],586.69,£7040.28,12,24,8000,165.83
AUDI Q850 TDI Quattro S Line 5dr Tiptronic [Leather],573.85,£6886.20,12,36,8000,165.83
AUDI Q850 TDI Quattro S Line 5dr Tiptronic [Leather],555.79,£6669.48,12,48,8000,165.83
AUDI Q850 TDI Quattro S Line 5dr Tiptronic [Leather],703.55,£8442.60,12,24,8000,199
AUDI Q850 TDI Quattro S Line 5dr Tiptronic [Leather],688.41,£8260.92,12,36,8000,199
AUDI Q850 TDI Quattro S Line 5dr Tiptronic [Leather],666.93,£8003.16,12,48,8000,199
AUDI TT50 TFSI Quattro TTS Vorsprung 2dr S Tronic,669.88,£8038.56,12,24,8000,165.83
AUDI TT50 TFSI Quattro TTS Vorsprung 2dr S Tronic,610.28,£7323.36,12,36,8000,165.83
AUDI TT50 TFSI Quattro TTS Vorsprung 2dr S Tronic,565.89,£6790.68,12,48,8000,165.83
AUDI TT50 TFSI Quattro TTS Vorsprung 2dr S Tronic,803.87,£9646.44,12,24,8000,199
AUDI TT50 TFSI Quattro TTS Vorsprung 2dr S Tronic,732.41,£8788.92,12,36,8000,199
AUDI TT50 TFSI Quattro TTS Vorsprung 2dr S Tronic,679.54,£8154.48,12,48,8000,199
AUDI A435 TFSI S Line 4dr,225.9,£2710.80,12,24,8000,165.83
BMW 3 SERIES318d SE 4dr,398.82,£4785.84,12,36,8000,199
BMW 3 SERIES318d SE 4dr,374.95,£4499.40,12,48,8000,199
TOYOTA PRIUS1.8 VVTi Business Edition 5dr CVT,187.67,£2252.04,12,24,8000,165.83
TOYOTA PRIUS1.8 VVTi Business Edition 5dr CVT,178.87,£2146.44,12,36,8000,165.83
TOYOTA PRIUS1.8 VVTi Business Edition 5dr CVT,184.88,£2218.56,12,48,8000,165.83
TOYOTA PRIUS1.8 VVTi Business Edition 5dr CVT,240.1,£2881.20,12,24,8000,199
TOYOTA PRIUS1.8 VVTi Business Edition 5dr CVT,225.3,£2703.60,12,36,8000,199
TOYOTA PRIUS1.8 VVTi Business Edition 5dr CVT,222.38,£2668.56,12,48,8000,199
MINI CONVERTIBLE2.0 JCW II 2dr [Comfort/Nav Pack],373.86,£4486.32,12,24,8000,165.83
MINI CONVERTIBLE2.0 JCW II 2dr [Comfort/Nav Pack],315.78,£3789.36,12,36,8000,165.83
MINI CONVERTIBLE2.0 JCW II 2dr [Comfort/Nav Pack],291.4,£3496.80,12,48,8000,165.83
MINI CONVERTIBLE2.0 JCW II 2dr [Comfort/Nav Pack],448.64,£5383.68,12,24,8000,199
MINI CONVERTIBLE2.0 JCW II 2dr [Comfort/Nav Pack],379.41,£4552.92,12,36,8000,199
MINI CONVERTIBLE2.0 JCW II 2dr [Comfort/Nav Pack],349.71,£4196.52,12,48,8000,199
MINI CONVERTIBLE2.0 JCW II 2dr Auto [Comfort/Nav Pack] [8 Speed],397.06,£4764.72,12,24,8000,165.83
MINI CONVERTIBLE2.0 JCW II 2dr Auto [Comfort/Nav Pack] [8 Speed],331.47,£3977.64,12,36,8000,165.83
MINI CONVERTIBLE2.0 JCW II 2dr Auto [Comfort/Nav Pack] [8 Speed],304.84,£3658.08,12,48,8000,165.83
MINI CONVERTIBLE2.0 JCW II 2dr Auto [Comfort/Nav Pack] [8 Speed],476.64,£5719.68,12,24,8000,199
MINI CONVERTIBLE2.0 JCW II 2dr Auto [Comfort/Nav Pack] [8 Speed],397.81,£4773.72,12,36,8000,199
MINI CONVERTIBLE2.0 JCW II 2dr Auto [Comfort/Nav Pack] [8 Speed],365.85,£4390.20,12,48,8000,199
BMW 7 SERIES740Li M Sport 4dr Auto,927.04,£11124.48,12,24,8000,165.83
BMW 7 SERIES740Li M Sport 4dr Auto,798.95,£9587.40,12,36,8000,165.83
BMW 7 SERIES740Li M Sport 4dr Auto,738.84,£8866.08,12,48,8000,165.83
BMW 7 SERIES740Li M Sport 4dr Auto,1112.45,£13349.40,12,24,8000,199
BMW 7 SERIES740Li M Sport 4dr Auto,958.74,£11504.88,12,36,8000,199
BMW 7 SERIES740Li M Sport 4dr Auto,886.61,£10639.32,12,48,8000,199
AUDI A655 TFSI Quattro S Line 4dr S Tronic [Tech Pack],459.64,£5515.68,12,24,8000,165.83
AUDI A655 TFSI Quattro S Line 4dr S Tronic [Tech Pack],376.15,£4513.80,12,36,8000,165.83
AUDI A655 TFSI Quattro S Line 4dr S Tronic [Tech Pack],365.01,£4380.12,12,48,8000,165.83
AUDI A655 TFSI Quattro S Line 4dr S Tronic [Tech Pack],552.21,£6626.52,12,24,8000,199
AUDI A655 TFSI Quattro S Line 4dr S Tronic [Tech Pack],451.41,£5416.92,12,36,8000,199
AUDI A655 TFSI Quattro S Line 4dr S Tronic [Tech Pack],438.02,£5256.24,12,48,8000,199
NISSAN X-TRAIL1.3 DiG-T Tekna 5dr DCT,277.39,£3328.68,12,24,8000,165.83
NISSAN X-TRAIL1.3 DiG-T Tekna 5dr DCT,242.93,£2915.16,12,36,8000,165.83
NISSAN X-TRAIL1.3 DiG-T Tekna 5dr DCT,227.29,£2727.48,12,48,8000,165.83
NISSAN X-TRAIL1.3 DiG-T Tekna 5dr DCT,332.26,£3987.12,12,24,8000,199
NISSAN X-TRAIL1.3 DiG-T Tekna 5dr DCT,290.69,£3488.28,12,36,8000,199
NISSAN X-TRAIL1.3 DiG-T Tekna 5dr DCT,272.73,£3272.76,12,48,8000,199
SEAT IBIZA1.0 FR [EZ] 5dr,167.96,£2015.52,12,24,8000,165.83
SEAT IBIZA1.0 FR [EZ] 5dr,148.41,£1780.92,12,36,8000,165.83
SEAT IBIZA1.0 FR [EZ] 5dr,142.55,£1710.60,12,48,8000,165.83
SEAT IBIZA1.0 FR [EZ] 5dr,201.88,£2422.56,12,24,8000,199
SEAT IBIZA1.0 FR [EZ] 5dr,178.46,£2141.52,12,36,8000,199
SEAT IBIZA1.0 FR [EZ] 5dr,171.6,£2059.20,12,48,8000,199
MERCEDES-BENZ CLACLA 180 AMG Line Premium 4dr Tip Auto,336.97,£4043.64,12,24,8000,165.83
MERCEDES-BENZ CLACLA 180 AMG Line Premium 4dr Tip Auto,282.96,£3395.52,12,36,8000,165.83
MERCEDES-BENZ CLACLA 180 AMG Line Premium 4dr Tip Auto,266.88,£3202.56,12,48,8000,165.83
MERCEDES-BENZ CLACLA 180 AMG Line Premium 4dr Tip Auto,404.49,£4853.88,12,24,8000,199
MERCEDES-BENZ CLACLA 180 AMG Line Premium 4dr Tip Auto,339,£4068.00,12,36,8000,199
MERCEDES-BENZ CLACLA 180 AMG Line Premium 4dr Tip Auto,319.54,£3834.48,12,48,8000,199
TESLA MODEL XPerformance Ludicrous AWD 5dr Auto,1097.82,£13173.84,12,24,8000,165.83
TESLA MODEL XPerformance Ludicrous AWD 5dr Auto,1035.07,£12420.84,12,36,8000,165.83
TESLA MODEL XPerformance Ludicrous AWD 5dr Auto,957.65,£11491.80,12,48,8000,165.83
TESLA MODEL XPerformance Ludicrous AWD 5dr Auto,1317.59,£15811.08,12,24,8000,199
TESLA MODEL XPerformance Ludicrous AWD 5dr Auto,1242.31,£14907.72,12,36,8000,199
TESLA MODEL XPerformance Ludicrous AWD 5dr Auto,1148.94,£13787.28,12,48,8000,199
AUDI A640 TDI Black Edition 4dr S Tronic [Tech Pack],352.82,£4233.84,12,24,8000,165.83
AUDI A640 TDI Black Edition 4dr S Tronic [Tech Pack],322.78,£3873.36,12,36,8000,165.83
AUDI A640 TDI Black Edition 4dr S Tronic [Tech Pack],317.58,£3810.96,12,48,8000,165.83
AUDI A640 TDI Black Edition 4dr S Tronic [Tech Pack],423.99,£5087.88,12,24,8000,199
AUDI A640 TDI Black Edition 4dr S Tronic [Tech Pack],387.99,£4655.88,12,36,8000,199
AUDI A640 TDI Black Edition 4dr S Tronic [Tech Pack],381.42,£4577.04,12,48,8000,199
AUDI A640 TDI Quattro Black Edition 4dr S Tronic,370.95,£4451.40,12,24,8000,165.83
AUDI A640 TDI Quattro Black Edition 4dr S Tronic,334.02,£4008.24,12,36,8000,165.83
AUDI A640 TDI Quattro Black Edition 4dr S Tronic,326.7,£3920.40,12,48,8000,165.83
AUDI A640 TDI Quattro Black Edition 4dr S Tronic,445.44,£5345.28,12,24,8000,199
AUDI A640 TDI Quattro Black Edition 4dr S Tronic,400.98,£4811.76,12,36,8000,199
AUDI A640 TDI Quattro Black Edition 4dr S Tronic,392.39,£4708.68,12,48,8000,199
AUDI A640 TDI Black Edition 5dr S Tronic,369.36,£4432.32,12,24,8000,165.83
AUDI A640 TDI Black Edition 5dr S Tronic,335.95,£4031.40,12,36,8000,165.83
AUDI A640 TDI Black Edition 5dr S Tronic,328.68,£3944.16,12,48,8000,165.83
AUDI A640 TDI Black Edition 5dr S Tronic,443.9,£5326.80,12,24,8000,199
AUDI A640 TDI Black Edition 5dr S Tronic,403.78,£4845.36,12,36,8000,199
AUDI A640 TDI Black Edition 5dr S Tronic,394.46,£4733.52,12,48,8000,199
MINI CLUBMAN1.5 Cooper Sport 6dr,231.83,£2781.96,12,24,8000,165.83
MINI CLUBMAN1.5 Cooper Sport 6dr,212.64,£2551.68,12,36,8000,165.83
MINI CLUBMAN1.5 Cooper Sport 6dr,204.17,£2450.04,12,48,8000,165.83
MINI CLUBMAN1.5 Cooper Sport 6dr,278.34,£3340.08,12,24,8000,199
MINI CLUBMAN1.5 Cooper Sport 6dr,255.18,£3062.16,12,36,8000,199
MINI CLUBMAN1.5 Cooper Sport 6dr,245.06,£2940.72,12,48,8000,199
MINI CLUBMAN1.5 Cooper Exclusive 6dr [Comfort/Nav+ Pack],257.99,£3095.88,12,24,8000,165.83
MINI CLUBMAN1.5 Cooper Exclusive 6dr [Comfort/Nav+ Pack],234.79,£2817.48,12,36,8000,165.83
